story,subject,roi,r,p,p_emp,lag,mean_r_shuffled,std_r_shuffled,z_score,TR,duration,onset,q_roi,signif_roi_fdr
notthefallintact,sub-317,"Supramarginal Gyrus, anterior division",0.4104,0.0,0.0001,6,0.0,0.0891,4.6075,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Supramarginal Gyrus, posterior division",0.3666,0.0,0.0001,6,0.0006,0.0892,4.1046,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,Frontal Pole,0.3316,0.0,0.0001,-2,0.0004,0.0712,4.6523,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Temporal Fusiform Cortex, anterior division",0.4431,0.0,0.0001,-2,0.0002,0.0774,5.7245,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Temporal Fusiform Cortex, posterior division",0.2852,0.0,0.0001,-1,-0.0016,0.0868,3.3034,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Parahippocampal Gyrus, anterior division",0.4367,0.0,0.0001,-2,-0.0006,0.0755,5.7943,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Parahippocampal Gyrus, posterior division",0.3269,0.0,0.0001,-2,0.0014,0.0856,3.8019,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Cingulate Gyrus, anterior division",0.4947,0.0,0.0001,-2,0.0007,0.081,6.0985,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-317,"Cingulate Gyrus, posterior division",0.3624,0.0,0.0001,6,0.0001,0.0877,4.1326,1.5,547.0,29.5,0.000123,True
notthefallintact,sub-318,"Superior Temporal Gyrus, anterior division",0.2908,0.0,0.0001,0,0.0008,0.08,3.6261,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Superior Temporal Gyrus, posterior division",0.3315,0.0,0.0001,4,-0.0004,0.0791,4.1953,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Middle Temporal Gyrus, anterior division",0.0837,0.111093,0.373163,0,0.0005,0.0833,0.9987,1.5,547.0,29.5,0.426472,False
notthefallintact,sub-318,"Middle Temporal Gyrus, posterior division",0.0373,0.479368,0.958904,-2,0.0008,0.0865,0.4218,1.5,547.0,29.5,0.9991,False
notthefallintact,sub-318,"Inferior Frontal Gyrus, pars triangularis",0.4858,0.0,0.0001,-2,0.0011,0.0788,6.1519,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Inferior Frontal Gyrus, pars opercularis",0.6153,0.0,0.0001,-2,0.0004,0.073,8.4264,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,Angular Gyrus,0.5375,0.0,0.0001,-2,0.0005,0.0789,6.8017,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Supramarginal Gyrus, anterior division",0.5583,0.0,0.0001,-2,-0.0007,0.0756,7.3963,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Supramarginal Gyrus, posterior division",0.5498,0.0,0.0001,-2,0.0003,0.0773,7.1119,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,Frontal Pole,0.5476,0.0,0.0001,-2,0.0004,0.0802,6.819,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Temporal Fusiform Cortex, anterior division",-0.091,0.085601,0.359364,6,-0.0002,0.0886,-1.025,1.5,547.0,29.5,0.426472,False
notthefallintact,sub-318,"Temporal Fusiform Cortex, posterior division",0.0201,0.702963,0.9991,-2,-0.0003,0.0876,0.2324,1.5,547.0,29.5,0.9991,False
notthefallintact,sub-318,"Parahippocampal Gyrus, anterior division",0.3995,0.0,0.0001,-2,-0.0016,0.0808,4.964,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Parahippocampal Gyrus, posterior division",0.3975,0.0,0.0001,-2,0.0005,0.0824,4.8204,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Cingulate Gyrus, anterior division",0.5014,0.0,0.0001,-2,0.0001,0.0766,6.5485,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-318,"Cingulate Gyrus, posterior division",0.5246,0.0,0.0001,-2,-0.0017,0.0763,6.9031,1.5,547.0,29.5,0.000133,True
notthefallintact,sub-319,"Superior Temporal Gyrus, anterior division",0.4315,0.0,0.0001,-2,0.0016,0.0811,5.3018,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Superior Temporal Gyrus, posterior division",0.1134,0.030954,0.151385,-2,-0.0004,0.0868,1.3115,1.5,547.0,29.5,0.151385,False
notthefallintact,sub-319,"Middle Temporal Gyrus, anterior division",0.3362,0.0,0.0001,-2,-0.0008,0.0856,3.9386,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Middle Temporal Gyrus, posterior division",0.4615,0.0,0.0001,0,0.0,0.0786,5.8716,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Inferior Frontal Gyrus, pars triangularis",0.4692,0.0,0.0001,-2,0.0014,0.082,5.7082,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Inferior Frontal Gyrus, pars opercularis",0.5102,0.0,0.0001,-2,-0.0002,0.0777,6.5668,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,Angular Gyrus,0.3987,0.0,0.0001,1,0.0008,0.075,5.306,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Supramarginal Gyrus, anterior division",0.4891,0.0,0.0001,0,-0.0001,0.0724,6.756,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Supramarginal Gyrus, posterior division",0.4775,0.0,0.0001,-1,0.0007,0.0727,6.5569,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,Frontal Pole,0.1945,0.000196,0.002,-2,-0.0007,0.0887,2.2007,1.5,547.0,29.5,0.002133,True
notthefallintact,sub-319,"Temporal Fusiform Cortex, anterior division",0.4652,0.0,0.0001,2,-0.0003,0.0864,5.3882,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Temporal Fusiform Cortex, posterior division",0.3402,0.0,0.0001,2,-0.0005,0.0843,4.042,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Parahippocampal Gyrus, anterior division",0.4629,0.0,0.0001,1,-0.0022,0.085,5.4698,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Parahippocampal Gyrus, posterior division",0.379,0.0,0.0001,2,0.0005,0.0854,4.4339,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Cingulate Gyrus, anterior division",0.405,0.0,0.0001,-2,-0.0003,0.0793,5.1146,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-319,"Cingulate Gyrus, posterior division",0.4159,0.0,0.0001,-2,-0.0019,0.0774,5.3959,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-320,"Superior Temporal Gyrus, anterior division",0.2318,8e-06,0.0002,2,0.001,0.0891,2.5918,1.5,547.0,29.5,0.00032,True
notthefallintact,sub-320,"Superior Temporal Gyrus, posterior division",-0.5359,0.0,0.0001,-2,-0.0004,0.0792,-6.7578,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Middle Temporal Gyrus, anterior division",-0.4888,0.0,0.0001,-2,0.0004,0.082,-5.9663,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Middle Temporal Gyrus, posterior division",0.077,0.145859,0.452255,6,0.0006,0.0833,0.9175,1.5,547.0,29.5,0.452255,False
notthefallintact,sub-320,"Inferior Frontal Gyrus, pars triangularis",0.4766,0.0,0.0001,-2,0.0007,0.082,5.8016,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Inferior Frontal Gyrus, pars opercularis",0.5045,0.0,0.0001,-2,0.0004,0.0727,6.9335,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,Angular Gyrus,0.193,0.000221,0.0019,-2,-0.0,0.0833,2.3169,1.5,547.0,29.5,0.002764,True
notthefallintact,sub-320,"Supramarginal Gyrus, anterior division",0.4229,0.0,0.0001,-2,-0.0007,0.0759,5.5789,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Supramarginal Gyrus, posterior division",0.3843,0.0,0.0001,-2,0.0001,0.0789,4.8722,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,Frontal Pole,0.1556,0.003003,0.023998,-2,0.0005,0.0946,1.6399,1.5,547.0,29.5,0.027426,True
notthefallintact,sub-320,"Temporal Fusiform Cortex, anterior division",-0.0826,0.116606,0.443656,-2,0.0016,0.0878,-0.9589,1.5,547.0,29.5,0.452255,False
notthefallintact,sub-320,"Temporal Fusiform Cortex, posterior division",0.1765,0.000716,0.005199,0,-0.0005,0.0884,2.0038,1.5,547.0,29.5,0.006932,True
notthefallintact,sub-320,"Parahippocampal Gyrus, anterior division",0.3636,0.0,0.0001,-2,0.0001,0.0837,4.3437,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Parahippocampal Gyrus, posterior division",0.1725,0.000979,0.007699,-2,0.0008,0.0897,1.9149,1.5,547.0,29.5,0.009476,True
notthefallintact,sub-320,"Cingulate Gyrus, anterior division",0.2879,0.0,0.0001,-2,0.0003,0.0874,3.2921,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-320,"Cingulate Gyrus, posterior division",0.2973,0.0,0.0001,-2,-0.0014,0.08,3.7329,1.5,547.0,29.5,0.000178,True
notthefallintact,sub-321,"Superior Temporal Gyrus, anterior division",0.3118,0.0,0.0001,-2,0.0006,0.0749,4.1566,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Superior Temporal Gyrus, posterior division",0.391,0.0,0.0001,-2,0.0005,0.0723,5.4007,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Middle Temporal Gyrus, anterior division",0.3127,0.0,0.0001,-2,-0.0001,0.0806,3.8826,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Middle Temporal Gyrus, posterior division",0.1041,0.047814,0.177182,-2,0.0003,0.0813,1.2756,1.5,547.0,29.5,0.177182,False
notthefallintact,sub-321,"Inferior Frontal Gyrus, pars triangularis",0.4237,0.0,0.0001,-2,0.0006,0.0797,5.3128,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Inferior Frontal Gyrus, pars opercularis",0.4837,0.0,0.0001,-2,0.0004,0.076,6.3612,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,Angular Gyrus,0.3266,0.0,0.0001,6,-0.0004,0.0816,4.0082,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Supramarginal Gyrus, anterior division",0.4859,0.0,0.0001,6,0.0002,0.0761,6.3859,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Supramarginal Gyrus, posterior division",0.4417,0.0,0.0001,6,0.0008,0.0793,5.5569,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,Frontal Pole,-0.1897,0.000308,0.002,6,0.0008,0.0786,-2.4233,1.5,547.0,29.5,0.002133,True
notthefallintact,sub-321,"Temporal Fusiform Cortex, anterior division",0.2756,0.0,0.0001,-2,0.0003,0.0741,3.7158,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Temporal Fusiform Cortex, posterior division",0.3114,0.0,0.0001,-2,-0.0012,0.081,3.859,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Parahippocampal Gyrus, anterior division",0.4505,0.0,0.0001,-2,-0.0005,0.0728,6.1984,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Parahippocampal Gyrus, posterior division",0.2983,0.0,0.0001,-2,0.001,0.0803,3.7032,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Cingulate Gyrus, anterior division",0.5284,0.0,0.0001,-2,-0.0011,0.0753,7.0331,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-321,"Cingulate Gyrus, posterior division",0.542,0.0,0.0001,6,-0.0004,0.0772,7.022,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-322,"Superior Temporal Gyrus, anterior division",0.3736,0.0,0.0001,6,-0.0009,0.085,4.4045,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Superior Temporal Gyrus, posterior division",0.3029,0.0,0.0001,6,0.0002,0.0706,4.29,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Middle Temporal Gyrus, anterior division",0.3152,0.0,0.0001,6,-0.0005,0.0682,4.6329,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Middle Temporal Gyrus, posterior division",0.2768,0.0,0.0001,6,-0.0041,0.0911,3.084,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Inferior Frontal Gyrus, pars triangularis",0.2326,9e-06,0.0001,6,-0.0023,0.0961,2.4455,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Inferior Frontal Gyrus, pars opercularis",0.0175,0.741802,0.9998,6,-0.0017,0.0916,0.2093,1.5,547.0,29.5,0.9998,False
notthefallintact,sub-322,Angular Gyrus,-0.0691,0.189846,0.635636,-2,-0.003,0.0876,-0.7542,1.5,547.0,29.5,0.847515,False
notthefallintact,sub-322,"Supramarginal Gyrus, anterior division",-0.0268,0.611594,0.9979,-2,-0.0056,0.0944,-0.2244,1.5,547.0,29.5,0.9998,False
notthefallintact,sub-322,"Supramarginal Gyrus, posterior division",-0.0365,0.48932,0.987401,-2,-0.0042,0.0946,-0.3413,1.5,547.0,29.5,0.9998,False
notthefallintact,sub-322,Frontal Pole,0.2862,0.0,0.0001,6,0.0003,0.0818,3.4969,1.5,547.0,29.5,0.000267,True
notthefallintact,sub-322,"Temporal Fusiform Cortex, anterior division",0.1265,0.016045,0.039796,-2,0.0004,0.0687,1.8355,1.5,547.0,29.5,0.057885,False
notthefallintact,sub-322,"Temporal Fusiform Cortex, posterior division",0.1781,0.000665,0.0032,-2,-0.0044,0.0896,2.0365,1.5,547.0,29.5,0.005689,True
notthefallintact,sub-322,"Parahippocampal Gyrus, anterior division",0.1476,0.004904,0.027597,-2,-0.0028,0.0866,1.7359,1.5,547.0,29.5,0.044155,True
notthefallintact,sub-322,"Parahippocampal Gyrus, posterior division",0.1788,0.000609,0.0011,0,-0.0074,0.0983,1.894,1.5,547.0,29.5,0.0022,True
notthefallintact,sub-322,"Cingulate Gyrus, anterior division",0.1882,0.000305,0.0003,0,-0.0093,0.0987,1.9999,1.5,547.0,29.5,0.000686,True
notthefallintact,sub-322,"Cingulate Gyrus, posterior division",0.0778,0.142039,0.743426,6,-0.0071,0.0997,0.8504,1.5,547.0,29.5,0.914986,False
notthefallintact,sub-323,"Superior Temporal Gyrus, anterior division",0.4206,0.0,0.0001,6,0.0005,0.0882,4.7616,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Superior Temporal Gyrus, posterior division",0.5789,0.0,0.0001,4,-0.0003,0.0793,7.3073,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Middle Temporal Gyrus, anterior division",0.5472,0.0,0.0001,4,-0.0002,0.0776,7.054,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Middle Temporal Gyrus, posterior division",0.5621,0.0,0.0001,-2,-0.0007,0.076,7.4065,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Inferior Frontal Gyrus, pars triangularis",0.1859,0.000392,0.0031,4,0.0001,0.091,2.0425,1.5,547.0,29.5,0.003307,True
notthefallintact,sub-323,"Inferior Frontal Gyrus, pars opercularis",0.1529,0.003735,0.024798,6,0.0005,0.091,1.6745,1.5,547.0,29.5,0.024798,True
notthefallintact,sub-323,Angular Gyrus,0.6516,0.0,0.0001,-2,0.0003,0.0813,8.013,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Supramarginal Gyrus, anterior division",0.5104,0.0,0.0001,6,-0.0,0.0825,6.1853,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Supramarginal Gyrus, posterior division",0.5408,0.0,0.0001,3,0.0005,0.0825,6.5488,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,Frontal Pole,0.2985,0.0,0.0001,5,0.0002,0.0868,3.4375,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Temporal Fusiform Cortex, anterior division",0.2199,2.4e-05,0.0001,1,-0.0005,0.0822,2.6799,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Temporal Fusiform Cortex, posterior division",0.4749,0.0,0.0001,-2,-0.0007,0.0815,5.8357,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Parahippocampal Gyrus, anterior division",0.4466,0.0,0.0001,-2,-0.0007,0.0818,5.4713,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Parahippocampal Gyrus, posterior division",0.4873,0.0,0.0001,-2,0.0014,0.0825,5.8884,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Cingulate Gyrus, anterior division",0.4818,0.0,0.0001,0,0.0006,0.0875,5.5006,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-323,"Cingulate Gyrus, posterior division",0.5521,0.0,0.0001,-2,-0.002,0.0855,6.4834,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Superior Temporal Gyrus, anterior division",0.4113,0.0,0.0001,-2,0.0018,0.0855,4.7881,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Superior Temporal Gyrus, posterior division",0.6363,0.0,0.0001,6,-0.0009,0.0775,8.2194,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Middle Temporal Gyrus, anterior division",0.6662,0.0,0.0001,5,0.0006,0.0782,8.5162,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Middle Temporal Gyrus, posterior division",0.3668,0.0,0.0001,-2,-0.0004,0.0893,4.1105,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Inferior Frontal Gyrus, pars triangularis",0.2563,1e-06,0.0001,-2,0.0013,0.0886,2.8771,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Inferior Frontal Gyrus, pars opercularis",-0.3275,0.0,0.0001,6,-0.0002,0.0778,-4.2051,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,Angular Gyrus,-0.4551,0.0,0.0001,6,-0.0005,0.0808,-5.6241,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Supramarginal Gyrus, anterior division",-0.2146,4.2e-05,0.0003,6,0.0011,0.0813,-2.6518,1.5,547.0,29.5,0.00032,True
notthefallintact,sub-324,"Supramarginal Gyrus, posterior division",-0.3249,0.0,0.0001,6,-0.0004,0.0816,-3.9748,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,Frontal Pole,0.6008,0.0,0.0001,6,0.0005,0.0884,6.7897,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Temporal Fusiform Cortex, anterior division",0.7017,0.0,0.0001,6,-0.0006,0.0764,9.189,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Temporal Fusiform Cortex, posterior division",0.46,0.0,0.0001,6,-0.0013,0.0935,4.9323,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Parahippocampal Gyrus, anterior division",0.5395,0.0,0.0001,6,-0.0007,0.0918,5.8822,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Parahippocampal Gyrus, posterior division",0.3305,0.0,0.0001,-2,0.0017,0.0879,3.7391,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Cingulate Gyrus, anterior division",0.412,0.0,0.0001,-2,-0.0003,0.0894,4.6107,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-324,"Cingulate Gyrus, posterior division",-0.1047,0.047674,0.174783,6,-0.0019,0.0823,-1.2484,1.5,547.0,29.5,0.174783,False
notthefallintact,sub-325,"Superior Temporal Gyrus, anterior division",-0.1415,0.00734,0.044496,6,-0.0001,0.0916,-1.543,1.5,547.0,29.5,0.059328,False
notthefallintact,sub-325,"Superior Temporal Gyrus, posterior division",-0.3188,0.0,0.0001,6,0.0003,0.0725,-4.4016,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Middle Temporal Gyrus, anterior division",-0.346,0.0,0.0001,6,0.0007,0.0756,-4.5863,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Middle Temporal Gyrus, posterior division",0.1166,0.026507,0.113289,-2,0.001,0.0838,1.3794,1.5,547.0,29.5,0.139433,False
notthefallintact,sub-325,"Inferior Frontal Gyrus, pars triangularis",-0.0564,0.287196,0.729627,6,0.0014,0.0835,-0.6919,1.5,547.0,29.5,0.729627,False
notthefallintact,sub-325,"Inferior Frontal Gyrus, pars opercularis",0.3203,0.0,0.0001,-2,0.0002,0.0684,4.6802,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,Angular Gyrus,0.4266,0.0,0.0001,-2,0.0004,0.0652,6.5369,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Supramarginal Gyrus, anterior division",0.3805,0.0,0.0001,-2,0.0001,0.0647,5.8753,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Supramarginal Gyrus, posterior division",0.3925,0.0,0.0001,-2,0.0002,0.0654,5.9961,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,Frontal Pole,-0.3566,0.0,0.0001,6,-0.001,0.0816,-4.359,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Temporal Fusiform Cortex, anterior division",-0.0842,0.111553,0.554845,6,-0.0009,0.0959,-0.8689,1.5,547.0,29.5,0.626924,False
notthefallintact,sub-325,"Temporal Fusiform Cortex, posterior division",0.4054,0.0,0.0001,-2,-0.0012,0.0784,5.1847,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Parahippocampal Gyrus, anterior division",-0.085,0.108493,0.587741,6,-0.0021,0.0976,-0.8494,1.5,547.0,29.5,0.626924,False
notthefallintact,sub-325,"Parahippocampal Gyrus, posterior division",0.2948,0.0,0.0001,-2,0.0018,0.0813,3.6015,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Cingulate Gyrus, anterior division",0.3009,0.0,0.0001,-2,0.0006,0.0822,3.6522,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-325,"Cingulate Gyrus, posterior division",0.386,0.0,0.0001,-2,-0.0015,0.0703,5.5098,1.5,547.0,29.5,0.000145,True
notthefallintact,sub-326,"Superior Temporal Gyrus, anterior division",0.4361,0.0,0.0001,-2,0.0013,0.0683,6.3675,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Superior Temporal Gyrus, posterior division",0.307,0.0,0.0001,3,-0.0003,0.0847,3.6297,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Middle Temporal Gyrus, anterior division",0.3961,0.0,0.0001,-2,-0.0003,0.0711,5.5769,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Middle Temporal Gyrus, posterior division",0.4636,0.0,0.0001,-2,-0.0002,0.0629,7.3684,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Inferior Frontal Gyrus, pars triangularis",0.386,0.0,0.0001,-2,0.0021,0.0753,5.1004,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Inferior Frontal Gyrus, pars opercularis",0.4435,0.0,0.0001,-2,0.0002,0.074,5.9866,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,Angular Gyrus,0.4873,0.0,0.0001,-2,0.0003,0.0618,7.8756,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Supramarginal Gyrus, anterior division",0.4674,0.0,0.0001,-2,0.0,0.0628,7.442,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Supramarginal Gyrus, posterior division",0.5103,0.0,0.0001,-2,0.0001,0.0637,8.0123,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,Frontal Pole,0.3779,0.0,0.0001,-2,0.0002,0.0713,5.2953,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Temporal Fusiform Cortex, anterior division",0.1717,0.001037,0.007699,-2,-0.0001,0.0901,1.906,1.5,547.0,29.5,0.008212,True
notthefallintact,sub-326,"Temporal Fusiform Cortex, posterior division",0.3778,0.0,0.0001,-2,-0.0006,0.0681,5.5532,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Parahippocampal Gyrus, anterior division",0.1346,0.010783,0.071093,6,0.0001,0.0927,1.4507,1.5,547.0,29.5,0.071093,False
notthefallintact,sub-326,"Parahippocampal Gyrus, posterior division",0.3608,0.0,0.0001,-2,0.0012,0.0673,5.3468,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Cingulate Gyrus, anterior division",0.3899,0.0,0.0001,-2,-0.0002,0.0646,6.04,1.5,547.0,29.5,0.000114,True
notthefallintact,sub-326,"Cingulate Gyrus, posterior division",0.3871,0.0,0.0001,-2,-0.0017,0.0631,6.1626,1.5,547.0,29.5,0.000114,True
